year,openalex_id,domain,title,abstract,extracted methods,verified extracted methods
2024,https://openalex.org/W4399651788,Biology,Semantic segmentation of microbial alterations based on SegFormer,"Introduction Precise semantic segmentation of microbial alterations is paramount for their evaluation and treatment. This study focuses on harnessing the SegFormer segmentation model for precise semantic segmentation of strawberry diseases, aiming to improve disease detection accuracy under natural acquisition conditions. Methods Three distinct Mix Transformer encoders - MiT-B0, MiT-B3, and MiT-B5 - were thoroughly analyzed to enhance disease detection, targeting diseases such as Angular leaf spot, Anthracnose rot, Blossom blight, Gray mold, Leaf spot, Powdery mildew on fruit, and Powdery mildew on leaves. The dataset consisted of 2,450 raw images, expanded to 4,574 augmented images. The Segment Anything Model integrated into the Roboflow annotation tool facilitated efficient annotation and dataset preparation. Results The results reveal that MiT-B0 demonstrates balanced but slightly overfitting behavior, MiT-B3 adapts rapidly with consistent training and validation performance, and MiT-B5 offers efficient learning with occasional fluctuations, providing robust performance. MiT-B3 and MiT-B5 consistently outperformed MiT-B0 across disease types, with MiT-B5 achieving the most precise segmentation in general. Discussion The findings provide key insights for researchers to select the most suitable encoder for disease detection applications, propelling the field forward for further investigation. The success in strawberry disease analysis suggests potential for extending this approach to other crops and diseases, paving the way for future research and interdisciplinary collaboration.","<method>SegFormer segmentation model</method>, <method>Mix Transformer encoders - MiT-B0</method>, <method>Mix Transformer encoders - MiT-B3</method>, <method>Mix Transformer encoders - MiT-B5</method>, <method>Segment Anything Model</method>",<method>SegFormer segmentation model</method><method>Mix Transformer encoders - MiT-B0</method><method>Mix Transformer encoders - MiT-B3</method><method>Mix Transformer encoders - MiT-B5</method><method>Segment Anything Model</method>
2024,https://openalex.org/W4390590855,Biology,A Survey of Text Classification With Transformers: How Wide? How Large? How Long? How Accurate? How Expensive? How Safe?,"Text classification is a basic task in natural language processing (NLP) with applications from sentiment analysis to question-answering with chat bots. In recent years, transformer-based models have emerged as the prevailing framework in NLP, demonstrating excellent results across many benchmarks. This paper recommends an expanded taxonomy of applications and provides a review of the performance of different models across these applications. The use of traditional research techniques plus co-citation and bibliographic coupling provides a comprehensive view of the current and past research in this area. The study begins by providing an overview of the history of transformer-based models with an emphasis on recent large language models (LLM). Next, uni-modal (text only) inputs and the emerging area of multi-modal classification are discussed to provide a comparison of current and emerging research in this area. Gaps are highlighted in the use of multi-modal text/numeric/columnar data and recommendations for future research are provided. Finally, the length of text input variables (tokens) is reviewed to explore the evolution from short-text to longer document applications. Furthermore, the accuracy on 358 datasets across 20 applications is reviewed and unexpected results emerge which show that LLMs are not always the most accurate or least expensive option. In addition to model performance, the safety implications of transformer-based models are reviewed, and a summary of issues related to ethics, bias, social implications, and copyright are explored.","<method>transformer-based models</method>, <method>large language models (LLM)</method>",<method>transformer-based models</method>
2024,https://openalex.org/W4391289138,Biology,"A stacking ANN ensemble model of ML models for stream water quality prediction of Godavari River Basin, India","The importance of water quality models has increased as their inputs are critical to the development of risk assessment framework for environmental management and monitoring of rivers. However, with the advent of a plethora of recent advances in ML algorithms better predictions are possible. This study proposes a causal and effect model by considering climatological such as temperature and precipitation along with geospatial information related to the agricultural land use factor (ALUF), the forest land use factor (FLUF), the grassland usage factor (GLUF), the shrub land use factor (SLUF), and the urban land use factor (ULUF). All these factors are included in the input data, whereas four Stream Water Quality parameters (SWQPs) such as Electrical Conductivity (EC), Biochemical Oxygen Demand (BOD), Nitrate, and Dissolved Oxygen (DO) from 2019 to 2021 are taken as outputs to predict the Godavari River Basin water quality. In the preliminary investigation, out of these four SWQPs, nitrate's coefficient of variation (CV) is high, revealing a close association with climate parameters and land use practices across the sampling stations. In the authors' earlier study, a model using a single-layer Feed-Forward Neural Network (FFNN) showed improved performance in predicting cause and effect factors linked to water quality metrics. To achieve better prediction, a stacked ANN meta-model and nine conventional machine learning (ML) models, including Extreme Gradient Boosting (XGB), Extra Trees (ET), Bagging (BG), Random Forest (RF), AdaBoost or Adaptive Boosting (ADB), Decision Tree (DT), Highest Gradient Boosting (HGB), Light Gradient Boosting Method (LGBM), and Gradient Boosting (GB), were compared in this study. According to the study's findings, Bagging and Boosting models outperformed stand-alone earlier FFNN for the same dataset and showed superior predictive capabilities in terms of accuracy in forecasting the variable of interest. For instance, during testing, the coefficient of determination (R2) of Biochemical Oxygen Demand (BOD) increased from 0.72 to 0.87. Furthermore, a stacked Artificial Neural Network (ANN) meta model that was reinforced using Extreme Gradient Boosting (XGB), Random Forest (RF), and Extra Trees (ET) as base models performed better than the individual ML models (from R2 = 0.87 to 0.91 for BOD in testing). By using this new framework, the effort for hyperparameter tuning can be minimized.","<method>Feed-Forward Neural Network (FFNN)</method>, <method>stacked ANN meta-model</method>, <method>Extreme Gradient Boosting (XGB)</method>, <method>Extra Trees (ET)</method>, <method>Bagging (BG)</method>, <method>Random Forest (RF)</method>, <method>AdaBoost or Adaptive Boosting (ADB)</method>, <method>Decision Tree (DT)</method>, <method>Highest Gradient Boosting (HGB)</method>, <method>Light Gradient Boosting Method (LGBM)</method>, <method>Gradient Boosting (GB)</method>, <method>stacked Artificial Neural Network (ANN) meta model</method>",<method>Feed-Forward Neural Network (FFNN)</method><method>stacked ANN meta-model</method><method>Extreme Gradient Boosting (XGB)</method><method>Extra Trees (ET)</method><method>Bagging (BG)</method><method>Random Forest (RF)</method><method>AdaBoost or Adaptive Boosting (ADB)</method><method>Decision Tree (DT)</method><method>Light Gradient Boosting Method (LGBM)</method><method>Gradient Boosting (GB)</method><method>stacked Artificial Neural Network (ANN) meta model</method>
2024,https://openalex.org/W4391392820,Biology,Advancements in Imaging Sensors and AI for Plant Stress Detection: A Systematic Literature Review,"Integrating imaging sensors and artificial intelligence (AI) have contributed to detecting plant stress symptoms, yet data analysis remains a key challenge. Data challenges include standardized data collection, analysis protocols, selection of imaging sensors and AI algorithms, and finally, data sharing. Here, we present a systematic literature review (SLR) scrutinizing plant imaging and AI for identifying stress responses. We performed a scoping review using specific keywords, namely abiotic and biotic stress, machine learning, plant imaging and deep learning. Next, we used programmable bots to retrieve relevant papers published since 2006. In total, 2,704 papers from 4 databases (Springer, ScienceDirect, PubMed, and Web of Science) were found, accomplished by using a second layer of keywords (e.g., hyperspectral imaging and supervised learning). To bypass the limitations of search engines, we selected OneSearch to unify keywords. We carefully reviewed 262 studies, summarizing key trends in AI algorithms and imaging sensors. We demonstrated that the increased availability of open-source imaging repositories such as PlantVillage or Kaggle has strongly contributed to a widespread shift to deep learning, requiring large datasets to train in stress symptom interpretation. Our review presents current trends in AI-applied algorithms to develop effective methods for plant stress detection using image-based phenotyping. For example, regression algorithms have seen substantial use since 2021. Ultimately, we offer an overview of the course ahead for AI and imaging technologies to predict stress responses. Altogether, this SLR highlights the potential of AI imaging in both biotic and abiotic stress detection to overcome challenges in plant data analysis.","<method>machine learning</method>, <method>deep learning</method>, <method>supervised learning</method>, <method>regression algorithms</method>",<method>machine learning</method><method>deep learning</method><method>supervised learning</method><method>regression algorithms</method>
2024,https://openalex.org/W4392783914,Biology,CAR-Toner: an AI-driven approach for CAR tonic signaling prediction and optimization,"2][3] Our previous work has elucidated that positively charged patches (PCPs) on the surface of the CAR antigenbinding domain facilitate CAR clustering, thereby triggering CAR tonic signals.To quantify these PCPs, which are indicative of CAR tonic signaling, we previously developed a bioinformatic method to determine the PCP score. 1 This calculation method starts with constructing three-dimensional (3D) homology models for CAR's single-chain variable fragments (scFvs) using the SWISS homology modeler.Subsequently, the BindUP web server is used to determine the total count of residues within the top three largest patches containing continuous positively charged residues on the surface of CAR scFv.However, this PCP score calculation method has several limitations: 1. reliance on two external servers; 2. each calculation taking a few days, significantly hindering efficiency; 3. lack of batch calculation capability; 4. no optimization strategies provided for finetuning PCP scores.Given these constraints, we aimed to develop an artificial intelligence (AI)-based PCP score calculator and optimizer to overcome these bottlenecks.Protein databases, structural biology, and advanced deep learning models are all integrated into our AI-based PCP score calculator (Fig. 1a).A comprehensive protein structure database consisting of over 170,000 entries was established by extracting 3D structural information from the Protein Data Bank (PDB) and AlphaFold predictions, followed by stringent quality control procedures.We further developed an in-house algorithm tailored for calculating PCP scores based on the obtained 3D structure information (Supplementary Information), subsequently generating a dataset comprising approximately 170,000 protein sequences along with their associated PCP scores.For model training and evaluation, 70% of the data are allocated as the training dataset, while the remaining 30% serve as the test dataset.The ESM2 model, developed by the FAIR (Meta Fundamental AI Research Protein Team), is utilized for fine-tuning tasks related to PCP prediction. 4,5SM2 is a transformer-based language model using an attention mechanism to learn interaction patterns between pairs of amino acids in the input sequence.Pre-trained on over 60 million protein sequences from the UniProt Reference Clusters (UniRef) database, ESM2 demonstrates strong adaptability to downstream protein structure-related tasks. 5The ESM2-8M model was used to fine-tune the training dataset.Following updating parameters, the ESM2 model was transformed into the PCP-AI prediction model, referred to as CAR-Tonic Signal Tuner (abbreviated as CAR-Toner; http://cartfitness.slst.shanghaitech.edu.cn/CAR-fitness/).This model encompasses three key functionalities: proficient PCP calculation for individual proteins, streamlined batch processing, and an integrated optimization strategy for refining PCP scores (Fig. 1b).","<method>deep learning models</method>, <method>ESM2 model</method>, <method>transformer-based language model using an attention mechanism</method>, <method>fine-tuning</method>",<method>ESM2 model</method><method>transformer-based language model using an attention mechanism</method><method>fine-tuning</method>
2024,https://openalex.org/W4390708138,Biology,Accuracy of GPT-4 in histopathological image detection and classification of colorectal adenomas,"Aims To evaluate the accuracy of Chat Generative Pre-trained Transformer (ChatGPT) powered by GPT-4 in histopathological image detection and classification of colorectal adenomas using the diagnostic consensus provided by pathologists as a reference standard. Methods A study was conducted with 100 colorectal polyp photomicrographs, comprising an equal number of adenomas and non-adenomas, classified by two pathologists. These images were analysed by classic GPT-4 for 1 time in October 2023 and custom GPT-4 for 20 times in December 2023. GPT-4’s responses were compared against the reference standard through statistical measures to evaluate its proficiency in histopathological diagnosis, with the pathologists further assessing the model’s descriptive accuracy. Results GPT-4 demonstrated a median sensitivity of 74% and specificity of 36% for adenoma detection. The median accuracy of polyp classification varied, ranging from 16% for non-specific changes to 36% for tubular adenomas. Its diagnostic consistency, indicated by low kappa values ranging from 0.06 to 0.11, suggested only poor to slight agreement. All of the microscopic descriptions corresponded with their diagnoses. GPT-4 also commented about the limitations in its diagnoses (eg, slide diagnosis best done by pathologists, the inadequacy of single-image diagnostic conclusions, the need for clinical data and a higher magnification view). Conclusions GPT-4 showed high sensitivity but low specificity in detecting adenomas and varied accuracy for polyp classification. However, its diagnostic consistency was low. This artificial intelligence tool acknowledged its diagnostic limitations, emphasising the need for a pathologist’s expertise and additional clinical context.","<method>Chat Generative Pre-trained Transformer (ChatGPT) powered by GPT-4</method>, <method>classic GPT-4</method>, <method>custom GPT-4</method>",<method>Chat Generative Pre-trained Transformer (ChatGPT) powered by GPT-4</method>
2024,https://openalex.org/W4390870882,Biology,A domain adaptation approach to damage classification with an application to bridge monitoring,"Data-driven machine-learning algorithms generally suffer from a lack of labelled health-state data, mainly those referring to damage conditions. To address such an issue, population-based structural health monitoring seeks to enrich the original dataset by transferring knowledge from a population of monitored structures. Within this context, this paper presents a transfer learning approach, based on domain adaptation, to leverage information from completely-labelled bridge structure data to accurately predict new instances of an unknown target domain. Since intrinsic structural differences may cause distribution shifts, domain adaptation attempts to minimise the distance between the domains and to learn a mapping within a shared feature space. Specifically, the methodology involves the long-term acquisition of natural frequencies from several structural scenarios. Such damage-sensitive features are then aligned via domain adaptation so that a machine-learning algorithm can effectively utilise the labelled source domain data and generalise well to the unlabelled target-domain data. The described procedure is applied to two case studies, including the Z24 and the S101 benchmark bridges and their finite element models, respectively. The results demonstrate the successful exchange of health-state labels to identify the damage class within a population of bridges equipped with SHM systems, showing potential to reduce computational efforts and to deal with scarce or poor data sets in application to bridge network monitoring.","<method>transfer learning</method>, <method>domain adaptation</method>, <method>machine-learning algorithm</method>",<method>transfer learning</method><method>domain adaptation</method>
2024,https://openalex.org/W4391164184,Biology,Discovering Consensus Regions for Interpretable Identification of RNA N6-Methyladenosine Modification Sites via Graph Contrastive Clustering,"As a pivotal post-transcriptional modification of RNA, N6-methyladenosine (m6A) has a substantial influence on gene expression modulation and cellular fate determination. Although a variety of computational models have been developed to accurately identify potential m6A modification sites, few of them are capable of interpreting the identification process with insights gained from consensus knowledge. To overcome this problem, we propose a deep learning model, namely M6A-DCR, by discovering consensus regions for interpretable identification of m6A modification sites. In particular, M6A-DCR first constructs an instance graph for each RNA sequence by integrating specific positions and types of nucleotides. The discovery of consensus regions is then formulated as a graph clustering problem in light of aggregating all instance graphs. After that, M6A-DCR adopts a motif-aware graph reconstruction optimization process to learn high-quality embeddings of input RNA sequences, thus achieving the identification of m6A modification sites in an end-to-end manner. Experimental results demonstrate the superior performance of M6A-DCR by comparing it with several state-of-the-art identification models. The consideration of consensus regions empowers our model to make interpretable predictions at the motif level. The analysis of cross validation through different species and tissues further verifies the consistency between the identification results of M6A-DCR and the evolutionary relationships among species","<method>deep learning model</method>, <method>graph clustering</method>, <method>motif-aware graph reconstruction optimization</method>",<method>deep learning model</method><method>graph clustering</method>
2024,https://openalex.org/W4392356867,Biology,The SAFE procedure: a practical stopping heuristic for active learning-based screening in systematic reviews and meta-analyses,"Abstract Active learning has become an increasingly popular method for screening large amounts of data in systematic reviews and meta-analyses. The active learning process continually improves its predictions on the remaining unlabeled records, with the goal of identifying all relevant records as early as possible. However, determining the optimal point at which to stop the active learning process is a challenge. The cost of additional labeling of records by the reviewer must be balanced against the cost of erroneous exclusions. This paper introduces the SAFE procedure, a practical and conservative set of stopping heuristics that offers a clear guideline for determining when to end the active learning process in screening software like ASReview. The eclectic mix of stopping heuristics helps to minimize the risk of missing relevant papers in the screening process. The proposed stopping heuristic balances the costs of continued screening with the risk of missing relevant records, providing a practical solution for reviewers to make informed decisions on when to stop screening. Although active learning can significantly enhance the quality and efficiency of screening, this method may be more applicable to certain types of datasets and problems. Ultimately, the decision to stop the active learning process depends on careful consideration of the trade-off between the costs of additional record labeling against the potential errors of the current model for the specific dataset and context.",<method>active learning</method>,<method>active learning</method>
2024,https://openalex.org/W4392661577,Biology,"Machine learning models for gully erosion susceptibility assessment in the Tensift catchment, Haouz Plain, Morocco for sustainable development","Gully erosion is a widespread environmental danger, threatening global socio-economic stability and sustainable development. This study comprehensively applied seven machine learning (ML) models including SVM, KNN, RF, XGBoost, ANN, DT, and LR, and evaluated gully erosion susceptibility in the Tensift catchment and predict it within the Haouz plain, Morocco. To ensure the reliability of the findings, the study employed a robust combination of gully erosion inventory, sentinel images, and Digital Surface Model. Eighteen predictors, encompassing topographical, geomorphological, environmental, and hydrological factors, were selected after multicollinearity analyses. The gully erosion susceptibility of the study revealed that approximately 28.18% of the Tensift catchment is at a very high risk of erosion. Furthermore, 15.13% and 31.28% of the catchment are categorized as low and very low respectively. These findings extend to the Haouz plain, where 7.84% of the surface area are very highly risking erosion, while 18.25% and 55.18% are characterized as low and very low risk areas. To gauge the performance of the ML models, an array of metrics including specificity, precision, sensitivity, and accuracy were employed. The study highlights XGBoost and KNN as the most promising models, achieving AUC ROC values of 0.96 and 0.93 in the test phase. The remaining models namely RF (AUC ROC = 0.89), LR (AUC ROC = 0.80), SVM (AUC ROC = 0.81), DT (AUC ROC = 0.86), and ANN (AUC ROC = 0.78), also displayed commendable performance. The novelty of this research is its innovative approach to combat gully erosion through cutting edge ML models, offering practical solutions for watershed conservation, sustainable management, and the prevention of land degradation. These insights are invaluable for addressing the challenges posed by gully erosion within the region, and beyond its geographical boundaries and can be used for defining appropriate mitigation strategies at local to national scale.","<method>SVM</method>, <method>KNN</method>, <method>RF</method>, <method>XGBoost</method>, <method>ANN</method>, <method>DT</method>, <method>LR</method>",<method>SVM</method><method>KNN</method><method>RF</method><method>XGBoost</method><method>ANN</method><method>DT</method><method>LR</method>
2024,https://openalex.org/W4390703358,Biology,A Deep Bidirectional LSTM Model Enhanced by Transfer-Learning-Based Feature Extraction for Dynamic Human Activity Recognition,"Dynamic human activity recognition (HAR) is a domain of study that is currently receiving considerable attention within the fields of computer vision and pattern recognition. The growing need for artificial-intelligence (AI)-driven systems to evaluate human behaviour and bolster security underscores the timeliness of this research. Despite the strides made by numerous researchers in developing dynamic HAR frameworks utilizing diverse pre-trained architectures for feature extraction and classification, persisting challenges include suboptimal performance accuracy and the computational intricacies inherent in existing systems. These challenges arise due to the vast video-based datasets and the inherent similarity in the data. To address these challenges, we propose an innovative, dynamic HAR technique employing a deep-learning-based, deep bidirectional long short-term memory (Deep BiLSTM) model facilitated by a pre-trained transfer-learning-based feature-extraction approach. Our approach begins with the utilization of Convolutional Neural Network (CNN) models, specifically MobileNetV2, for extracting deep-level features from video frames. Subsequently, these features are fed into an optimized deep bidirectional long short-term memory (Deep BiLSTM) network to discern dependencies and process data, enabling optimal predictions. During the testing phase, an iterative fine-tuning procedure is introduced to update the high parameters of the trained model, ensuring adaptability to varying scenarios. The proposed model’s efficacy was rigorously evaluated using three benchmark datasets, namely UCF11, UCF Sport, and JHMDB, achieving notable accuracies of 99.20%, 93.3%, and 76.30%, respectively. This high-performance accuracy substantiates the superiority of our proposed model, signaling a promising advancement in the domain of activity recognition.","<method>deep bidirectional long short-term memory (Deep BiLSTM)</method>, <method>pre-trained transfer-learning-based feature-extraction approach</method>, <method>Convolutional Neural Network (CNN)</method>, <method>MobileNetV2</method>",<method>deep bidirectional long short-term memory (Deep BiLSTM)</method><method>pre-trained transfer-learning-based feature-extraction approach</method><method>Convolutional Neural Network (CNN)</method><method>MobileNetV2</method>
2024,https://openalex.org/W4390881001,Biology,A multimodal graph neural network framework for cancer molecular subtype classification,"Abstract Background The recent development of high-throughput sequencing has created a large collection of multi-omics data, which enables researchers to better investigate cancer molecular profiles and cancer taxonomy based on molecular subtypes. Integrating multi-omics data has been proven to be effective for building more precise classification models. Most current multi-omics integrative models use either an early fusion in the form of concatenation or late fusion with a separate feature extractor for each omic, which are mainly based on deep neural networks. Due to the nature of biological systems, graphs are a better structural representation of bio-medical data. Although few graph neural network (GNN) based multi-omics integrative methods have been proposed, they suffer from three common disadvantages. One is most of them use only one type of connection, either inter-omics or intra-omic connection; second, they only consider one kind of GNN layer, either graph convolution network (GCN) or graph attention network (GAT); and third, most of these methods have not been tested on a more complex classification task, such as cancer molecular subtypes. Results In this study, we propose a novel end-to-end multi-omics GNN framework for accurate and robust cancer subtype classification. The proposed model utilizes multi-omics data in the form of heterogeneous multi-layer graphs, which combine both inter-omics and intra-omic connections from established biological knowledge. The proposed model incorporates learned graph features and global genome features for accurate classification. We tested the proposed model on the Cancer Genome Atlas (TCGA) Pan-cancer dataset and TCGA breast invasive carcinoma (BRCA) dataset for molecular subtype and cancer subtype classification, respectively. The proposed model shows superior performance compared to four current state-of-the-art baseline models in terms of accuracy, F1 score, precision, and recall. The comparative analysis of GAT-based models and GCN-based models reveals that GAT-based models are preferred for smaller graphs with less information and GCN-based models are preferred for larger graphs with extra information.","<method>deep neural networks</method>, <method>graph neural network (GNN)</method>, <method>graph convolution network (GCN)</method>, <method>graph attention network (GAT)</method>",<method>deep neural networks</method><method>graph neural network (GNN)</method><method>graph convolution network (GCN)</method><method>graph attention network (GAT)</method>
2024,https://openalex.org/W4392450360,Biology,Geographically weighted machine learning for modeling spatial heterogeneity in traffic crash frequency and determinants in US,"Spatial analyses of traffic crashes have drawn much interest due to the nature of the spatial dependence and spatial heterogeneity in the crash data. This study makes the best of Geographically Weighted Random Forest (GW-RF) model to explore the local associations between crash frequency and various influencing factors in the US, including road network attributes, socio-economic characteristics, and land use factors collected from multiple data sources. Special emphasis is put on modeling the spatial heterogeneity in the effects of a factor on crash frequency in different geographical areas in a data-driven way. The GW-RF model outperforms global models (e.g. Random Forest) and conventional geographically weighted regression, demonstrating superior predictive accuracy and elucidating spatial variations. The GW-RF model reveals spatial distinctions in the effects of certain factors on crash frequency. For example, the importance of intersection density varies significantly across regions, with high significance in the southern and northeastern areas. Low-grade road density emerges as influential in specific cities. The findings highlight the significance of different factors in influencing crash frequency across zones. Road network factors, particularly intersection density, exhibit high importance universally, while socioeconomic variables demonstrate moderate effects. Interestingly, land use variables show relatively lower importance. The outcomes could help to allocate resources and implement tailored interventions to reduce the likelihood of crashes.","<method>Geographically Weighted Random Forest (GW-RF)</method>, <method>Random Forest</method>, <method>geographically weighted regression</method>",<method>Geographically Weighted Random Forest (GW-RF)</method><method>Random Forest</method>
2024,https://openalex.org/W4399649641,Biology,An artificial intelligence-assisted microfluidic colorimetric wearable sensor system for monitoring of key tear biomarkers,"Abstract The precise, simultaneous, and rapid detection of essential biomarkers in human tears is imperative for monitoring both ocular and systemic health. The utilization of a wearable colorimetric biochemical sensor exhibits potential in achieving swift and concurrent detection of pivotal biomarkers in tears. Nevertheless, challenges arise in the collection, interpretation, and sharing of data from the colorimetric sensor, thereby restricting the practical implementation of this technology. To overcome these challenges, this research introduces an artificial intelligence-assisted wearable microfluidic colorimetric sensor system (AI-WMCS) for rapid, non-invasive, and simultaneous detection of key biomarkers in human tears, including vitamin C, H + (pH), Ca 2+ , and proteins. The sensor consists of a flexible microfluidic epidermal patch that collects tears and facilitates the colorimetric reaction, and a deep-learning neural network-based cloud server data analysis system (CSDAS) embedded in a smartphone enabling color data acquisition, interpretation, auto-correction, and display. To enhance accuracy, a well-trained multichannel convolutional recurrent neural network (CNN-GRU) corrects errors in the interpreted concentration data caused by varying pH and color temperature in different measurements. The test set determination coefficients (R 2 ) of 1D-CNN-GRU for predicting pH and 3D-CNN-GRU for predicting the other three biomarkers were as high as 0.998 and 0.994, respectively. This correction significantly improves the accuracy of the predicted concentration, enabling accurate, simultaneous, and quick detection of four critical tear biomarkers using only minute amounts of tears ( ~ 20 μL). This research demonstrates the powerful integration of a flexible microfluidic colorimetric biosensor and deep-learning algorithm, which holds immense potential to revolutionize the fields of health monitoring.","<method>deep-learning neural network-based cloud server data analysis system (CSDAS)</method>, <method>multichannel convolutional recurrent neural network (CNN-GRU)</method>, <method>1D-CNN-GRU</method>, <method>3D-CNN-GRU</method>",<method>multichannel convolutional recurrent neural network (CNN-GRU)</method><method>1D-CNN-GRU</method><method>3D-CNN-GRU</method>
2024,https://openalex.org/W4391071022,Biology,Weaving a greener future: The impact of green human resources management and green supply chain management on sustainable performance in Bangladesh's textile industry,"The purpose of this study is to investigate the impact of Green Human Resource Management (GHRM) and Green Supply Chain Management (GSCM) on the sustainable performance of the Bangladeshi textile sector. Specifically, the study focuses on environmental and employee-related aspects. Additionally, we examine how environmental performance and employee performance mediate the relationship between GHRM and GSCM. This study draws upon data collected from 450 employees across various textile enterprises in Bangladesh. Structural Equation Modeling is employed using the Amos 24 software to analyze the relationships and interactions among these variables. These findings demonstrate that using environmentally sustainable practices in human resource management and supply chain management results in enhanced sustainability. The study indicates that environmental performance significantly influences the relationship between GHRM and GSCM regarding sustainable performance. The study findings indicate that firms operating in the textile industry should implement GHRM and GSCM practices to enhance their sustainability performance. Additionally, it is recommended that these organizations prioritize the well-being and engagement of their employees. Implementing such a strategy can bolster the organization's comprehensive sustainability initiatives and raise its standing among stakeholders. This study contributes to the expanding body of literature on textile sustainability by investigating the mediating role of employee and environmental performance. It emphasizes the significance of GHRM and GSCM techniques in improving sustainable performance. The findings provide valuable insights for firms seeking to develop more effective sustainability initiatives.",<method>Structural Equation Modeling</method>,No methods remaining
2024,https://openalex.org/W4391243967,Biology,Reviews and syntheses: Remotely sensed optical time series for monitoring vegetation productivity,"Abstract. Vegetation productivity is a critical indicator of global ecosystem health and is impacted by human activities and climate change. A wide range of optical sensing platforms, from ground-based to airborne and satellite, provide spatially continuous information on terrestrial vegetation status and functioning. As optical Earth observation (EO) data are usually routinely acquired, vegetation can be monitored repeatedly over time, reflecting seasonal vegetation patterns and trends in vegetation productivity metrics. Such metrics include gross primary productivity, net primary productivity, biomass, or yield. To summarize current knowledge, in this paper we systematically reviewed time series (TS) literature for assessing state-of-the-art vegetation productivity monitoring approaches for different ecosystems based on optical remote sensing (RS) data. As the integration of solar-induced fluorescence (SIF) data in vegetation productivity processing chains has emerged as a promising source, we also include this relatively recent sensor modality. We define three methodological categories to derive productivity metrics from remotely sensed TS of vegetation indices or quantitative traits: (i) trend analysis and anomaly detection, (ii) land surface phenology, and (iii) integration and assimilation of TS-derived metrics into statistical and process-based dynamic vegetation models (DVMs). Although the majority of used TS data streams originate from data acquired from satellite platforms, TS data from aircraft and unoccupied aerial vehicles have found their way into productivity monitoring studies. To facilitate processing, we provide a list of common toolboxes for inferring productivity metrics and information from TS data. We further discuss validation strategies of the RS data derived productivity metrics: (1) using in situ measured data, such as yield; (2) sensor networks of distinct sensors, including spectroradiometers, flux towers, or phenological cameras; and (3) inter-comparison of different productivity metrics. Finally, we address current challenges and propose a conceptual framework for productivity metrics derivation, including fully integrated DVMs and radiative transfer models here labelled as “Digital Twin”. This novel framework meets the requirements of multiple ecosystems and enables both an improved understanding of vegetation temporal dynamics in response to climate and environmental drivers and enhances the accuracy of vegetation productivity monitoring.","<method>trend analysis and anomaly detection</method>, <method>land surface phenology</method>, <method>integration and assimilation of time series-derived metrics into statistical and process-based dynamic vegetation models (DVMs)</method>, <method>fully integrated dynamic vegetation models (DVMs) and radiative transfer models (“Digital Twin” framework)</method>",No methods remaining
2024,https://openalex.org/W4391665000,Biology,A comprehensive review of critical analysis of biodegradable waste PCM for thermal energy storage systems using machine learning and deep learning to predict dynamic behavior,"This article explores the use of phase change materials (PCMs) derived from waste, in energy storage systems. It emphasizes the potential of these PCMs in addressing concerns related to fossil fuel usage and environmental impact. This article also highlights the aspects of these PCMs including reduced reliance on renewable resources minimized greenhouse gas emissions and waste reduction. The study also discusses approaches such as integrating nanotechnology to enhance thermal conductivity and utilizing machine learning and deep learning techniques for predicting dynamic behavior. The article provides an overall view of research on biodegradable waste-based PCMs and how they can play a promising role in achieving energy-efficient and sustainable thermal storage systems. However, specific conclusions drawn from the presented results are not explicitly outlined, leaving room, for investigation and exploration in this evolving field. Artificial neural network (ANN) predictive models for thermal energy storage devices perform differently. With a 4% adjusted mean absolute error, the Gaussian radial basis function kernel Support Vector Regression (SVR) model captured heat-related charging and discharging issues. The ANN model predicted finned tube heat and heat flux better than the numerical model. SVM models outperformed ANN and ANFIS in some datasets. Material property predictions favored gradient boosting, but Linear Regression and SVR models performed better, emphasizing application- and dataset-specific model selection. These predictive models provide insights into the complex thermal performance of building structures, aiding in the design and operation of energy-efficient systems. Biodegradable waste-based PCMs' sustainability includes carbon footprint, waste reduction, biodegradability, and circular economy alignment. Nanotechnology, machine learning, and deep learning improve thermal conductivity and prediction. Circular economy principles include waste reduction and carbon footprint reduction. Specific results-based conclusions are not stated. Presenting a comprehensive overview of current research highlights biodegradable waste-based PCMs' potential for energy-efficient and sustainable thermal storage systems.","<method>machine learning</method>, <method>deep learning</method>, <method>Artificial neural network (ANN)</method>, <method>Gaussian radial basis function kernel Support Vector Regression (SVR)</method>, <method>Support Vector Machine (SVM)</method>, <method>Adaptive Neuro-Fuzzy Inference System (ANFIS)</method>, <method>gradient boosting</method>, <method>Linear Regression</method>",<method>machine learning</method><method>deep learning</method><method>Artificial neural network (ANN)</method><method>Gaussian radial basis function kernel Support Vector Regression (SVR)</method><method>Support Vector Machine (SVM)</method><method>Adaptive Neuro-Fuzzy Inference System (ANFIS)</method><method>gradient boosting</method><method>Linear Regression</method>
