domain,title,abstract,verified methods list,inital masked extraction,final masked extraction,leakage detected
Medicine,Artificial intelligence for oral squamous cell carcinoma detection based on oral photographs: A comprehensive literature review,"Abstract Introduction Oral squamous cell carcinoma (OSCC) presents a significant global health challenge. The integration of artificial intelligence (AI) and computer vision holds promise for the early detection of OSCC through the analysis of digitized oral photographs. This literature review explores the landscape of AI‐driven OSCC automatic detection, assessing both the performance and limitations of the current state of the art. Materials and Methods An electronic search using several data base was conducted, and a systematic review performed in accordance with PRISMA guidelines (CRD42023441416). Results Several studies have demonstrated remarkable results for this task, consistently achieving sensitivity rates exceeding 85% and accuracy rates surpassing 90%, often encompassing around 1000 images. The review scrutinizes these studies, shedding light on their methodologies, including the use of recent machine learning and pattern recognition approaches coupled with different supervision strategies. However, comparing the results from different papers is challenging due to variations in the datasets used. Discussion Considering these findings, this review underscores the urgent need for more robust and reliable datasets in the field of OSCC detection. Furthermore, it highlights the potential of advanced techniques such as multi‐task learning, attention mechanisms, and ensemble learning as crucial tools in enhancing the accuracy and sensitivity of OSCC detection through oral photographs. Conclusion These insights collectively emphasize the transformative impact of AI‐driven approaches on early OSCC diagnosis, with the potential to significantly improve patient outcomes and healthcare practices.","['machine learning', 'multi-task learning', 'attention mechanisms', 'ensemble learning']","Oral squamous cell carcinoma (OSCC) presents a significant global health challenge due to its prevalence and the critical importance of early detection for improving patient outcomes. Early diagnosis of OSCC through the analysis of oral photographs could greatly enhance treatment effectiveness and reduce mortality rates. The study addresses the need to evaluate current approaches for detecting OSCC to understand their performance and limitations. The primary aim of this study is to systematically review the existing literature on automatic detection of OSCC using digitized oral photographs, assessing the sensitivity and accuracy reported in various studies. Additionally, the study seeks to highlight the challenges posed by variability in datasets and emphasize the necessity for more robust and reliable data to improve early OSCC diagnosis.","Oral squamous cell carcinoma (OSCC) presents a significant global health challenge due to its prevalence and the critical importance of early detection for improving patient outcomes. Early diagnosis of OSCC through the analysis of oral photographs could greatly enhance treatment effectiveness and reduce mortality rates. The study addresses the need to evaluate current approaches for detecting OSCC to understand their performance and limitations. The primary aim of this study is to systematically review the existing literature on detection of OSCC using digitized oral photographs, assessing the sensitivity and accuracy reported in various studies. Additionally, the study seeks to highlight the challenges posed by variability in datasets and emphasize the necessity for more robust and reliable data to improve early OSCC diagnosis.",True
Medicine,Investigation on explainable machine learning models to predict chronic kidney diseases,"Chronic kidney disease (CKD) is a major worldwide health problem, affecting a large proportion of the world's population and leading to higher morbidity and death rates. The early stages of CKD sometimes present without visible symptoms, causing patients to be unaware. Early detection and treatments are critical in reducing complications and improving the overall quality of life for people afflicted. In this work, we investigate the use of an explainable artificial intelligence (XAI)-based strategy, leveraging clinical characteristics, to predict CKD. This study collected clinical data from 491 patients, comprising 56 with CKD and 435 without CKD, encompassing clinical, laboratory, and demographic variables. To develop the predictive model, five machine learning (ML) methods, namely logistic regression (LR), random forest (RF), decision tree (DT), Naïve Bayes (NB), and extreme gradient boosting (XGBoost), were employed. The optimal model was selected based on accuracy and area under the curve (AUC). Additionally, the SHAP (SHapley Additive exPlanations) and LIME (Local Interpretable Model-agnostic Explanations) algorithms were utilized to demonstrate the influence of the features on the optimal model. Among the five models developed, the XGBoost model achieved the best performance with an AUC of 0.9689 and an accuracy of 93.29%. The analysis of feature importance revealed that creatinine, glycosylated hemoglobin type A1C (HgbA1C), and age were the three most influential features in the XGBoost model. The SHAP force analysis further illustrated the model's visualization of individualized CKD predictions. For further insights into individual predictions, we also utilized the LIME algorithm. This study presents an interpretable ML-based approach for the early prediction of CKD. The SHAP and LIME methods enhance the interpretability of ML models and help clinicians better understand the rationale behind the predicted outcomes more effectively.","['logistic regression (LR)', 'random forest (RF)', 'decision tree (DT)', 'Naïve Bayes (NB)', 'extreme gradient boosting (XGBoost)', 'SHAP (SHapley Additive exPlanations)', 'LIME (Local Interpretable Model-agnostic Explanations)']","Chronic kidney disease (CKD) is a major worldwide health problem that affects a large proportion of the global population and leads to increased morbidity and mortality. Early stages of CKD often present without visible symptoms, causing many patients to remain unaware of their condition. Early detection and treatment are essential to reduce complications and improve the quality of life for those affected. The primary aim of this study is to investigate clinical characteristics to enable early prediction of CKD, thereby facilitating timely intervention and better patient outcomes.","Chronic kidney disease (CKD) is a major worldwide health problem that affects a large proportion of the global population and leads to increased morbidity and mortality. Early stages of CKD often present without visible symptoms, causing many patients to remain unaware of their condition. Early detection and treatment are essential to reduce complications and improve the quality of life for those affected. The primary aim of this study is to investigate clinical characteristics to enable early identification of CKD, thereby facilitating timely intervention and better patient outcomes.",True
Medicine,Prostate cancer grading framework based on deep transfer learning and Aquila optimizer,"Abstract Prostate cancer is the one of the most dominant cancer among males. It represents one of the leading cancer death causes worldwide. Due to the current evolution of artificial intelligence in medical imaging, deep learning has been successfully applied in diseases diagnosis. However, most of the recent studies in prostate cancer classification suffers from either low accuracy or lack of data. Therefore, the present work introduces a hybrid framework for early and accurate classification and segmentation of prostate cancer using deep learning. The proposed framework consists of two stages, namely classification stage and segmentation stage. In the classification stage, 8 pretrained convolutional neural networks were fine-tuned using Aquila optimizer and used to classify patients of prostate cancer from normal ones. If the patient is diagnosed with prostate cancer, segmenting the cancerous spot from the overall image using U-Net can help in accurate diagnosis, and here comes the importance of the segmentation stage. The proposed framework is trained on 3 different datasets in order to generalize the framework. The best reported classification accuracies of the proposed framework are 88.91% using MobileNet for the “ISUP Grade-wise Prostate Cancer” dataset and 100% using MobileNet and ResNet152 for the “Transverse Plane Prostate Dataset” dataset with precisions 89.22% and 100%, respectively. U-Net model gives an average segmentation accuracy and AUC of 98.46% and 0.9778, respectively, using the “PANDA: Resized Train Data (512 × 512)” dataset. The results give an indicator of the acceptable performance of the proposed framework.","['pretrained convolutional neural networks', 'MobileNet', 'ResNet152', 'U-Net']","Prostate cancer is one of the most prevalent cancers among males and is a leading cause of cancer-related deaths worldwide. Accurate and early diagnosis of prostate cancer is crucial for effective treatment and improved patient outcomes. The study aims to develop a reliable approach for the early and precise classification and segmentation of prostate cancer to enhance diagnostic accuracy. Specifically, the primary objective is to classify patients with prostate cancer from normal individuals and to accurately identify and segment cancerous regions within medical images to support better diagnosis.","Prostate cancer is one of the most prevalent cancers among males and is a leading cause of cancer-related deaths worldwide. Accurate and early diagnosis of prostate cancer is crucial for effective treatment and improved patient outcomes. The study aims to develop a reliable approach for the early and precise identification and delineation of prostate cancer to enhance diagnostic accuracy. Specifically, the primary objective is to distinguish patients with prostate cancer from normal individuals and to accurately identify and outline cancerous regions within medical images to support better diagnosis.",True
Medicine,Methodological insights into ChatGPT’s screening performance in systematic reviews,"Abstract Background The screening process for systematic reviews and meta-analyses in medical research is a labor-intensive and time-consuming task. While machine learning and deep learning have been applied to facilitate this process, these methods often require training data and user annotation. This study aims to assess the efficacy of ChatGPT, a large language model based on the Generative Pretrained Transformers (GPT) architecture, in automating the screening process for systematic reviews in radiology without the need for training data. Methods A prospective simulation study was conducted between May 2nd and 24th, 2023, comparing ChatGPT’s performance in screening abstracts against that of general physicians (GPs). A total of 1198 abstracts across three subfields of radiology were evaluated. Metrics such as sensitivity, specificity, positive and negative predictive values (PPV and NPV), workload saving, and others were employed. Statistical analyses included the Kappa coefficient for inter-rater agreement, ROC curve plotting, AUC calculation, and bootstrapping for p-values and confidence intervals. Results ChatGPT completed the screening process within an hour, while GPs took an average of 7–10 days. The AI model achieved a sensitivity of 95% and an NPV of 99%, slightly outperforming the GPs’ sensitive consensus (i.e., including records if at least one person includes them). It also exhibited remarkably low false negative counts and high workload savings, ranging from 40 to 83%. However, ChatGPT had lower specificity and PPV compared to human raters. The average Kappa agreement between ChatGPT and other raters was 0.27. Conclusions ChatGPT shows promise in automating the article screening phase of systematic reviews, achieving high sensitivity and workload savings. While not entirely replacing human expertise, it could serve as an efficient first-line screening tool, particularly in reducing the burden on human resources. Further studies are needed to fine-tune its capabilities and validate its utility across different medical subfields.","['machine learning', 'deep learning', 'Generative Pretrained Transformers (GPT) architecture']","The research idea addresses the challenge that the screening process for systematic reviews and meta-analyses in medical research is labor-intensive and time-consuming, particularly in the field of radiology. This process requires significant human effort to evaluate large volumes of abstracts, which can delay the synthesis of medical evidence. The study is motivated by the need to find more efficient ways to conduct this screening without compromising accuracy. The research objective is to assess the efficacy of an automated approach in performing the screening of abstracts for systematic reviews in radiology, specifically evaluating its sensitivity, specificity, predictive values, and potential to reduce workload compared to general physicians. The study aims to determine whether this approach can serve as an efficient first-line screening tool that maintains high sensitivity while significantly saving human resources during the article screening phase.","The research idea addresses the challenge that the screening process for systematic reviews and meta-analyses in medical research is labor-intensive and time-consuming, particularly in the field of radiology. This process requires significant human effort to evaluate large volumes of abstracts, which can delay the synthesis of medical evidence. The study is motivated by the need to find more efficient ways to conduct this screening without compromising accuracy. The research objective is to assess the efficacy of a systematic approach in performing the screening of abstracts for systematic reviews in radiology, specifically evaluating its reliability, accuracy, and potential to reduce workload compared to general physicians. The study aims to determine whether this approach can serve as an efficient first-line screening tool that maintains high sensitivity while significantly saving human resources during the article screening phase.",True
Medicine,Advancing Ligand Docking through Deep Learning: Challenges and Prospects in Virtual Screening,"ConspectusMolecular docking, also termed ligand docking (LD), is a pivotal element of structure-based virtual screening (SBVS) used to predict the binding conformations and affinities of protein–ligand complexes. Traditional LD methodologies rely on a search and scoring framework, utilizing heuristic algorithms to explore binding conformations and scoring functions to evaluate binding strengths. However, to meet the efficiency demands of SBVS, these algorithms and functions are often simplified, prioritizing speed over accuracy.The emergence of deep learning (DL) has exerted a profound impact on diverse fields, ranging from natural language processing to computer vision and drug discovery. DeepMind's AlphaFold2 has impressively exhibited its ability to accurately predict protein structures solely from amino acid sequences, highlighting the remarkable potential of DL in conformation prediction. This groundbreaking advancement circumvents the traditional search-scoring frameworks in LD, enhancing both accuracy and processing speed and thereby catalyzing a broader adoption of DL algorithms in binding pose prediction. Nevertheless, a consensus on certain aspects remains elusive.In this Account, we delineate the current status of employing DL to augment LD within the VS paradigm, highlighting our contributions to this domain. Furthermore, we discuss the challenges and future prospects, drawing insights from our scholarly investigations. Initially, we present an overview of VS and LD, followed by an introduction to DL paradigms, which deviate significantly from traditional search-scoring frameworks. Subsequently, we delve into the challenges associated with the development of DL-based LD (DLLD), encompassing evaluation metrics, application scenarios, and physical plausibility of the predicted conformations. In the evaluation of LD algorithms, it is essential to recognize the multifaceted nature of the metrics. While the accuracy of binding pose prediction, often measured by the success rate, is a pivotal aspect, the scoring/screening power and computational speed of these algorithms are equally important given the pivotal role of LD tools in VS. Regarding application scenarios, early methods focused on blind docking, where the binding site is unknown. However, recent studies suggest a shift toward identifying binding sites rather than solely predicting binding poses within these models. In contrast, LD with a known pocket in VS has been shown to be more practical. Physical plausibility poses another significant challenge. Although DLLD models often achieve higher success rates compared to traditional methods, they may generate poses with implausible local structures, such as incorrect bond angles or lengths, which are disadvantageous for postprocessing tasks like visualization. Finally, we discuss the future perspectives for DLLD, emphasizing the need to improve generalization ability, strike a balance between speed and accuracy, account for protein conformation flexibility, and enhance physical plausibility. Additionally, we delve into the comparison between generative and regression algorithms in this context, exploring their respective strengths and potential.","['deep learning (DL)', ""DeepMind's AlphaFold2"", 'regression algorithms']","The research idea centers on the critical role of molecular docking in structure-based virtual screening for predicting protein–ligand binding conformations and affinities, highlighting the limitations of traditional methods that prioritize speed over accuracy. There is a growing need to improve the accuracy and efficiency of binding pose prediction while addressing challenges such as physical plausibility and the practical application of docking when binding sites are known or unknown. The study’s primary objective is to evaluate and enhance the current approaches to molecular docking within virtual screening, focusing on improving prediction accuracy, balancing computational speed, and ensuring the physical plausibility of predicted conformations. Additionally, the research aims to explore future directions to better account for protein flexibility and improve the generalization of docking predictions in practical scenarios.","The research idea centers on the critical role of molecular docking in structure-based virtual screening for predicting protein–ligand binding conformations and affinities, highlighting the limitations of traditional methods that prioritize speed over accuracy. There is a growing need to improve the accuracy and efficiency of binding pose prediction while addressing challenges such as physical plausibility and the practical application of docking when binding sites are known or unknown. The study's primary objective is to evaluate and enhance the current approaches to molecular docking within virtual screening, focusing on improving prediction accuracy, balancing computational speed, and ensuring the physical plausibility of predicted conformations. Additionally, the research aims to explore future directions to better account for protein flexibility and improve the generalization of docking predictions in practical scenarios.",True
Medicine,AI-POWERED FRAUD DETECTION IN BANKING: SAFEGUARDING FINANCIAL TRANSACTIONS,"The banking industry's metamorphosis through digitalization has unquestionably revolutionized accessibility and convenience for customers worldwide. However, this paradigm shift has ushered in a new era of challenges, most notably in the realm of cybersecurity. Conventional rule-based fraud detection strategies have struggled to keep pace with the rapid evolution of cyber threats, prompting a surge of interest in more adaptive approaches like unsupervised learning. Furthermore, the COVID-19 pandemic has exacerbated the issue of bank fraud due to the widespread transition to online platforms and the proliferation of charitable funds, which present ripe opportunities for exploitation by cybercriminals. In response to these pressing concerns, this study delves into the realm of machine learning algorithms for the analysis and identification of fraudulent banking transactions. Notably, it contributes scientific novelty by developing models specifically tailored to this purpose and implementing innovative preprocessing techniques to enhance detection accuracy. Utilizing a diverse array of algorithms, including Random Forest, K-Nearest Neighbor (KNN), Naïve Bayes, Decision Trees, and Logistic Regression, the study showcases promising results. In particular, logistic regression and decision tree models exhibit impressive accuracy and Area Under the Curve (AUC) values of approximately 0.98, 0.97 and 0.95, 0.94, respectively. Given the pervasive nature of banking fraud in our digital society, the utilization of artificial intelligence algorithms for fraud detection stands as a critical and timely endeavor, promising enhanced security and trust in the financial ecosystem.","['unsupervised learning', 'Random Forest', 'K-Nearest Neighbor (KNN)', 'Naïve Bayes', 'Decision Trees', 'Logistic Regression']","The research idea addresses the increasing challenges posed by the rapid evolution of cyber threats in the banking industry, especially as digitalization has expanded accessibility and convenience for customers worldwide. The COVID-19 pandemic has further intensified the problem of bank fraud due to the widespread shift to online platforms and the increased flow of charitable funds, which have become targets for exploitation by criminals. The study is motivated by the need to improve the detection of fraudulent banking transactions in this changing landscape. The primary objective of the study is to develop and evaluate approaches specifically designed to identify fraudulent banking transactions with enhanced accuracy, aiming to contribute to improved security and trust within the financial ecosystem.","The research idea addresses the increasing challenges posed by the rapid evolution of cyber threats in the banking industry, especially as digitalization has expanded accessibility and convenience for customers worldwide. The COVID-19 pandemic has further intensified the problem of bank fraud due to the widespread shift to online platforms and the increased flow of charitable funds, which have become targets for exploitation by criminals. The study is motivated by the need to improve the detection of fraudulent banking transactions in this changing landscape. The primary objective of the study is to develop and evaluate methods specifically designed to identify fraudulent banking transactions with enhanced accuracy, aiming to contribute to improved security and trust within the financial ecosystem.",True
Medicine,Detecting COVID-19 in chest CT images based on several pre-trained models,"Abstract This paper explores the use of chest CT scans for early detection of COVID-19 and improved patient outcomes. The proposed method employs advanced techniques, including binary cross-entropy, transfer learning, and deep convolutional neural networks, to achieve accurate results. The COVIDx dataset, which contains 104,009 chest CT images from 1,489 patients, is used for a comprehensive analysis of the virus. A sample of 13,413 images from this dataset is categorised into two groups: 7,395 CT scans of individuals with confirmed COVID-19 and 6,018 images of normal cases. The study presents pre-trained transfer learning models such as ResNet (50), VGG (19), VGG (16), and Inception V3 to enhance the DCNN for classifying the input CT images. The binary cross-entropy metric is used to compare COVID-19 cases with normal cases based on predicted probabilities for each class. Stochastic Gradient Descent and Adam optimizers are employed to address overfitting issues. The study shows that the proposed pre-trained transfer learning models achieve accuracies of 99.07%, 98.70%, 98.55%, and 96.23%, respectively, in the validation set using the Adam optimizer. Therefore, the proposed work demonstrates the effectiveness of pre-trained transfer learning models in enhancing the accuracy of DCNNs for image classification. Furthermore, this paper provides valuable insights for the development of more accurate and efficient diagnostic tools for COVID-19.","['transfer learning', 'deep convolutional neural networks', 'pre-trained transfer learning models', 'ResNet (50)', 'VGG (19)', 'VGG (16)', 'Inception V3', 'Stochastic Gradient Descent optimizer', 'Adam optimizer']",The research idea centers on the importance of early detection of COVID-19 through chest CT scans to improve patient outcomes. Accurate identification of COVID-19 cases is critical for timely treatment and controlling the spread of the virus. The study addresses the challenge of distinguishing COVID-19 infections from normal cases using imaging techniques. The primary objective of the study is to enhance the accuracy of classifying chest CT images into COVID-19 positive and normal cases. This aims to provide more reliable diagnostic tools that can support healthcare professionals in the early and precise detection of COVID-19.,The research idea centers on the importance of early detection of COVID-19 through chest CT scans to improve patient outcomes. Accurate identification of COVID-19 cases is critical for timely treatment and controlling the spread of the virus. The study addresses the challenge of distinguishing COVID-19 infections from normal cases using imaging techniques. The primary objective of the study is to enhance the accuracy of identifying chest CT images as COVID-19 positive or normal cases. This aims to provide more reliable diagnostic tools that can support healthcare professionals in the early and precise detection of COVID-19.,True
Medicine,A Novel Early Detection and Prevention of Coronary Heart Disease Framework Using Hybrid Deep Learning Model and Neural Fuzzy Inference System,"Diabetes is the ""mother of all diseases"" as it affects multiple organs of body of an individual in some way. Its timely detection and management are critically important. Otherwise, the long run, it can cause several complications in a diabetic. Heart disease is one of the major complications of diabetes.This work proposed an Optimal Scrutiny Boosted Graph Convolutional LSTM (O-SBGC-LSTM), SBGC-LSTM enhanced by Eurygaster Optimization Algorithm (EOA) to tune hyperparameters for early prevention and detection of diabetes disease. This work proposed an Optimal Scrutiny Boosted Graph Convolutional LSTM (O-SBGC-LSTM), SBGC-LSTM enhanced by Eurygaster Optimization Algorithm (EOA) to tune hyperparameters for early prevention and detection of diabetes disease. This method not only captures discriminative features in spatial configuration and temporal dynamics but also explore the co-occurrence relationship between spatial and temporal domains. This method also presents a temporal hierarchical architecture to increase temporal receptive fields of top SBGC-LSTM layer, which boosts the ability to learn high-level semantic representation and significantly reduces computation cost. The performance of O-SBGC-LSTM was found overall to be satisfactory, reaching >98% accuracy in most studies. In comparison with classic machine learning approaches, proposed hybrid DL was found to achieve better performance in almost all studies that reported such comparison outcomes. Furthermore, prevention is better than cure. Additionally, employed fuzzy based inference techniques to enhance the prevention procedure using suggestion table.",['fuzzy based inference techniques'],"The research idea centers on the critical importance of timely detection and management of diabetes, a disease that affects multiple organs and can lead to serious complications, including heart disease. Early prevention and detection are essential to reduce the long-term adverse effects associated with diabetes. The study’s primary objective is to develop an approach for the early prevention and detection of diabetes disease, aiming to improve the identification of discriminative features related to the condition and enhance the ability to learn meaningful representations that support better disease management. Additionally, the study seeks to improve prevention procedures by incorporating techniques that provide suggestions to aid in managing diabetes effectively.","The research idea centers on the critical importance of timely detection and management of diabetes, a disease that affects multiple organs and can lead to serious complications, including heart disease. Early prevention and detection are essential to reduce the long-term adverse effects associated with diabetes. The study's primary objective is to develop an approach for the early prevention and detection of diabetes disease, aiming to improve the identification of distinctive indicators related to the condition and enhance the understanding of meaningful relationships that support better disease management. Additionally, the study seeks to improve prevention procedures by incorporating methods that provide suggestions to aid in managing diabetes effectively.",True
Medicine,Unified deep learning models for enhanced lung cancer prediction with ResNet-50–101 and EfficientNet-B3 using DICOM images,"Abstract Significant advancements in machine learning algorithms have the potential to aid in the early detection and prevention of cancer, a devastating disease. However, traditional research methods face obstacles, and the amount of cancer-related information is rapidly expanding. The authors have developed a helpful support system using three distinct deep-learning models, ResNet-50, EfficientNet-B3, and ResNet-101, along with transfer learning, to predict lung cancer, thereby contributing to health and reducing the mortality rate associated with this condition. This offer aims to address the issue effectively. Using a dataset of 1,000 DICOM lung cancer images from the LIDC-IDRI repository, each image is classified into four different categories. Although deep learning is still making progress in its ability to analyze and understand cancer data, this research marks a significant step forward in the fight against cancer, promoting better health outcomes and potentially lowering the mortality rate. The Fusion Model, like all other models, achieved 100% precision in classifying Squamous Cells. The Fusion Model and ResNet-50 achieved a precision of 90%, closely followed by EfficientNet-B3 and ResNet-101 with slightly lower precision. To prevent overfitting and improve data collection and planning, the authors implemented a data extension strategy. The relationship between acquiring knowledge and reaching specific scores was also connected to advancing and addressing the issue of imprecise accuracy, ultimately contributing to advancements in health and a reduction in the mortality rate associated with lung cancer.","['ResNet-50', 'EfficientNet-B3', 'ResNet-101', 'transfer learning']","The research idea centers on the urgent need for improved early detection and prevention of lung cancer, a disease with a high mortality rate, amid the challenges posed by rapidly expanding cancer-related information and limitations of traditional research methods. The study addresses the critical problem of accurately classifying lung cancer types to contribute to better health outcomes and reduce mortality associated with this condition. The primary objective of the study is to develop an effective approach for predicting lung cancer by classifying lung cancer images into distinct categories, thereby enhancing diagnostic precision. This aims to promote advancements in health and contribute to lowering the mortality rate linked to lung cancer.","The research idea centers on the urgent need for improved early detection and prevention of lung cancer, a disease with a high mortality rate, amid the challenges posed by rapidly expanding cancer-related information and limitations of traditional research methods. The study addresses the critical problem of accurately classifying lung cancer types to contribute to better health outcomes and reduce mortality associated with this condition. The primary objective of the study is to develop an effective approach for identifying lung cancer by categorizing lung cancer images into distinct types, thereby enhancing diagnostic precision. This aims to promote advancements in health and contribute to lowering the mortality rate linked to lung cancer.",True
Medicine,More Robots are Coming: Large Multimodal Models (ChatGPT) can Solve Visually Diverse Images of Parsons Problems,"Large language models are reshaping computing education. Based on recent research, these models explain code better than students, answer multiple choice questions at or above the class average, and generate code that can pass automated tests in introductory courses. In response to these capabilities, instructors have quickly adjusted their courses and assessment methods to align with shifting learning goals and the increased risk of academic integrity issues. While some scholars have advocated for the integration of visual problems as a safeguard against the capabilities of language models, new multimodal models now have vision and language capabilities that may allow them to analyze and solve visual problems. In this paper, we compare the large multimodal model (LMMs) GPT-4V with Bard, an LLM that uses Google Lens for text recognition. We find that LMMs, which have learned both pixel features (from images) and text features (from prompts) in the same embedding space, performed substantially better than Bard which uses a piecemeal approach. With a specific focus on Parsons problems presented across diverse visual representations, our results show that GPT-4V solved 96.7% these visual problems, struggling minimally with a single Parsons problem. Conversely, Bard performed poorly by only solving 69.2% of problems, struggling with common issues like hallucinations and refusals. These findings suggest that merely transitioning to visual programming problems might not be a panacea to issues of academic integrity in the generative AI era.",['large multimodal models (LMMs)'],"The study addresses the challenge of maintaining academic integrity in computing education amid the emergence of advanced language models capable of understanding and solving visual programming problems. As instructors adapt their courses and assessments to counteract the increased risk of academic dishonesty, there is a concern that traditional safeguards, such as using visual problems, may no longer be effective. The research aims to evaluate the effectiveness of large multimodal models in solving visual programming problems, specifically Parsons problems, to determine whether transitioning to visual problem formats can mitigate academic integrity issues. The primary objective is to compare the performance of different multimodal models on these visual problems to assess their capability and the implications for educational assessment strategies.","The study addresses the challenge of maintaining academic integrity in computing education amid the emergence of advanced text generation tools capable of understanding and solving visual programming problems. As instructors adapt their courses and assessments to counteract the increased risk of academic dishonesty, there is a concern that traditional safeguards, such as using visual problems, may no longer be effective. The research aims to evaluate the effectiveness of recent technological tools in solving visual programming problems, specifically Parsons problems, to determine whether transitioning to visual problem formats can mitigate academic integrity issues. The primary objective is to compare the performance of different tools on these visual problems to assess their capability and the implications for educational assessment strategies.",True
Medicine,The Utility of AI in Writing a Scientific Review Article on the Impacts of COVID-19 on Musculoskeletal Health,"Abstract Purpose of Review There were two primary purposes to our reviews. First, to provide an update to the scientific community about the impacts of COVID-19 on musculoskeletal health. Second, was to determine the value of using a large language model, ChatGPT 4.0, in the process of writing a scientific review article. To accomplish these objectives, we originally set out to write three review articles on the topic using different methods to produce the initial drafts of the review articles. The first review article was written in the traditional manner by humans, the second was to be written exclusively using ChatGPT (AI-only or AIO), and the third approach was to input the outline and references selected by humans from approach 1 into ChatGPT, using the AI to assist in completing the writing (AI-assisted or AIA). All review articles were extensively fact-checked and edited by all co-authors leading to the final drafts of the manuscripts, which were significantly different from the initial drafts. Recent Findings Unfortunately, during this process, it became clear that approach 2 was not feasible for a very recent topic like COVID-19 as at the time, ChatGPT 4.0 had a cutoff date of September 2021 and all articles published after this date had to be provided to ChatGPT, making approaches 2 and 3 virtually identical. Therefore, only two approaches and two review articles were written (human and AI-assisted). Here we found that the human-only approach took less time to complete than the AI-assisted approach. This was largely due to the number of hours required to fact-check and edit the AI-assisted manuscript. Of note, the AI-assisted approach resulted in inaccurate attributions of references (about 20%) and had a higher similarity index suggesting an increased risk of plagiarism. Summary The main aim of this project was to determine whether the use of AI could improve the process of writing a scientific review article. Based on our experience, with the current state of technology, it would not be advised to solely use AI to write a scientific review article, especially on a recent topic.","['large language model, ChatGPT 4.0']","The research idea centers on addressing the impacts of COVID-19 on musculoskeletal health and exploring the effectiveness of different approaches to writing scientific review articles on this recent and evolving topic. The study highlights challenges in producing accurate and reliable scientific reviews, especially given the rapidly changing nature of COVID-19-related research. The primary objective of the study was to evaluate whether the use of an AI-assisted approach could improve the process of writing a scientific review article compared to the traditional human-only method. The study aimed to assess the feasibility, accuracy, and efficiency of these approaches in producing high-quality scientific reviews on the musculoskeletal effects of COVID-19.","The research idea centers on addressing the impacts of COVID-19 on musculoskeletal health and exploring the effectiveness of different approaches to writing scientific review articles on this recent and evolving topic. The study highlights challenges in producing accurate and reliable scientific reviews, especially given the rapidly changing nature of COVID-19-related research. The primary objective of the study was to evaluate whether alternative collaborative writing methods could improve the process of writing a scientific review article compared to the traditional approach. The study aimed to assess the feasibility, accuracy, and efficiency of these approaches in producing high-quality scientific reviews on the musculoskeletal effects of COVID-19.",True
Medicine,Machine learning model (RG-DMML) and ensemble algorithm for prediction of students’ retention and graduation in education,"Automated prediction of students' retention and graduation in education using advanced analytical methods such as artificial intelligence (AI), has recently attracted the attention of educators, both in theory and in practice. Whereas invaluable insights and theories for measuring and testing the topic have been proposed, most of the existing methods do not technically highlight the non-trivial factors behind the renowned challenges and attrition. To this effect, by making use of two categories of data collected in a higher education setting about students (i) retention (n = 52262) and (ii) graduation (n = 53639); this study proposes a machine learning model - RG-DMML (retention and graduation data mining and machine learning) and ensemble algorithm for prediction of students' retention and graduation status in education. This was done by training and testing key features that are technically deemed suitable for measuring the constructs (retention and graduation), such as (i) the Average grade of the previous high school, and (ii) the Entry/admission score. The proposed model (RG-DMML) is designed based on the cross industry standard process for data mining (CRISP-DM) methodology, implemented using supervised machine learning technique such as K-Nearest Neighbor (KNN), and validated using the k-fold cross-validation method. The results show that the executed model and algorithm based on the Bagging method and 10-fold cross-validation are efficient and effective for predicting the student's retention and graduation status, with Precision (retention = 0.909, graduation = 0.822), Recall (retention = 1.000, graduation = 0.957), Accuracy (retention = 0.909, graduation = 0.817), F1-Score (retention = 0.952, graduation = 0.885) showing significant high accuracy levels or performance rate, and low Error-rate (retention = 0.090, graduation = 0.182), respectively. In addition, by considering the individual features selected through the Wrapper method in predicting the outputs, the proposed model proved more effective for predicting the students' retention status in comparison to the graduation data. The implications of the models' output and factors that impact the effective prediction or identification of at-risk students, e.g., for timely intervention, counselling, decision-making, and sustainable educational practice are empirically discussed in the study.","['ensemble algorithm', 'supervised machine learning technique', 'K-Nearest Neighbor (KNN)', 'Wrapper method']","The research idea addresses the challenge of understanding and predicting student retention and graduation in higher education, highlighting that existing approaches often fail to reveal the complex factors contributing to these issues. There is a need to identify key features that influence students' likelihood to continue their studies or successfully graduate, which is critical for timely intervention and support. The study aims to improve insights into the factors behind student attrition and graduation outcomes to enhance educational practices and decision-making. The primary objective of the study is to predict students' retention and graduation status by utilizing key academic indicators such as average high school grades and admission scores. The study seeks to evaluate the effectiveness of these indicators in identifying students at risk of dropping out or not graduating, thereby supporting timely counseling and sustainable educational strategies.","The research idea addresses the challenge of understanding and predicting student retention and graduation in higher education, highlighting that existing approaches often fail to reveal the complex factors contributing to these issues. There is a need to identify key features that influence students' likelihood to continue their studies or successfully graduate, which is critical for timely intervention and support. The study aims to improve insights into the factors behind student attrition and graduation outcomes to enhance educational practices and decision-making. The primary objective of the study is to analyze students' retention and graduation status by examining key academic indicators such as average high school grades and admission scores. The study seeks to evaluate the effectiveness of these indicators in identifying students at risk of dropping out or not graduating, thereby supporting timely counseling and sustainable educational strategies.",True
