domain,title,abstract,verified methods list,masked extraction
Medicine,Predictors for estimating subcortical EEG responses to continuous speech,"Perception of sounds and speech involves structures in the auditory brainstem that rapidly process ongoing auditory stimuli. The role of these structures in speech processing can be investigated by measuring their electrical activity using scalp-mounted electrodes. However, typical analysis methods involve averaging neural responses to many short repetitive stimuli that bear little relevance to daily listening environments. Recently, subcortical responses to more ecologically relevant continuous speech were detected using linear encoding models. These methods estimate the temporal response function (TRF), which is a regression model that minimises the error between the measured neural signal and a predictor derived from the stimulus. Using predictors that model the highly non-linear peripheral auditory system may improve linear TRF estimation accuracy and peak detection. Here, we compare predictors from both simple and complex peripheral auditory models for estimating brainstem TRFs on electroencephalography (EEG) data from 24 participants listening to continuous speech. We also investigate the data length required for estimating subcortical TRFs, and find that around 12 minutes of data is sufficient for clear wave V peaks (&gt;3 dB SNR) to be seen in nearly all participants. Interestingly, predictors derived from simple filterbank-based models of the peripheral auditory system yield TRF wave V peak SNRs that are not significantly different from those estimated using a complex model of the auditory nerve, provided that the nonlinear effects of adaptation in the auditory system are appropriately modelled. Crucially, computing predictors from these simpler models is more than 50 times faster compared to the complex model. This work paves the way for efficient modelling and detection of subcortical processing of continuous speech, which may lead to improved diagnosis metrics for hearing impairment and assistive hearing technology.","['linear encoding models', 'temporal response function (TRF)', 'regression model']","The perception of sounds and speech relies on structures in the auditory brainstem that rapidly process ongoing auditory stimuli, yet typical methods to study these responses use repetitive stimuli that do not reflect everyday listening environments. Understanding how these brainstem structures respond to continuous, ecologically relevant speech is important for advancing knowledge of auditory processing. The primary aim of this study is to compare different models of the peripheral auditory system in estimating brainstem responses to continuous speech, and to determine the amount of data needed to reliably detect key neural response peaks. This research seeks to improve the accuracy and efficiency of measuring subcortical processing of speech, which could enhance diagnostic approaches for hearing impairment and the development of assistive hearing technologies."
Medicine,"Comparative performance analysis of Boruta, SHAP, and Borutashap for disease diagnosis: A study with multiple machine learning algorithms","Interpretable machine learning models are instrumental in disease diagnosis and clinical decision-making, shedding light on relevant features. Notably, Boruta, SHAP (SHapley Additive exPlanations), and BorutaShap were employed for feature selection, each contributing to the identification of crucial features. These selected features were then utilized to train six machine learning algorithms, including LR, SVM, ETC, AdaBoost, RF, and LR, using diverse medical datasets obtained from public sources after rigorous preprocessing. The performance of each feature selection technique was evaluated across multiple ML models, assessing accuracy, precision, recall, and F1-score metrics. Among these, SHAP showcased superior performance, achieving average accuracies of 80.17%, 85.13%, 90.00%, and 99.55% across diabetes, cardiovascular, statlog, and thyroid disease datasets, respectively. Notably, the LGBM emerged as the most effective algorithm, boasting an average accuracy of 91.00% for most disease states. Moreover, SHAP enhanced the interpretability of the models, providing valuable insights into the underlying mechanisms driving disease diagnosis. This comprehensive study contributes significant insights into feature selection techniques and machine learning algorithms for disease diagnosis, benefiting researchers and practitioners in the medical field. Further exploration of feature selection methods and algorithms holds promise for advancing disease diagnosis methodologies, paving the way for more accurate and interpretable diagnostic models.","['Boruta', 'SHAP (SHapley Additive exPlanations)', 'LR', 'SVM', 'AdaBoost', 'RF', 'LGBM']","The research idea centers on improving disease diagnosis and clinical decision-making by identifying the most relevant features that contribute to accurate diagnosis across various medical conditions. The study addresses the need for enhanced interpretability and effectiveness in selecting crucial features from medical datasets to better understand the underlying mechanisms of diseases such as diabetes, cardiovascular disease, statlog, and thyroid disorders. The primary objective of the study is to evaluate and compare different feature selection techniques in their ability to identify important features that improve diagnostic accuracy across multiple disease datasets. Additionally, the study aims to determine which approach provides the most reliable and interpretable insights to support more accurate disease diagnosis and benefit medical researchers and practitioners."
Medicine,Distilling large language models for matching patients to clinical trials,"Abstract Objective The objective of this study is to systematically examine the efficacy of both proprietary (GPT-3.5, GPT-4) and open-source large language models (LLMs) (LLAMA 7B, 13B, 70B) in the context of matching patients to clinical trials in healthcare. Materials and methods The study employs a multifaceted evaluation framework, incorporating extensive automated and human-centric assessments along with a detailed error analysis for each model, and assesses LLMs’ capabilities in analyzing patient eligibility against clinical trial’s inclusion and exclusion criteria. To improve the adaptability of open-source LLMs, a specialized synthetic dataset was created using GPT-4, facilitating effective fine-tuning under constrained data conditions. Results The findings indicate that open-source LLMs, when fine-tuned on this limited and synthetic dataset, achieve performance parity with their proprietary counterparts, such as GPT-3.5. Discussion This study highlights the recent success of LLMs in the high-stakes domain of healthcare, specifically in patient-trial matching. The research demonstrates the potential of open-source models to match the performance of proprietary models when fine-tuned appropriately, addressing challenges like cost, privacy, and reproducibility concerns associated with closed-source proprietary LLMs. Conclusion The study underscores the opportunity for open-source LLMs in patient-trial matching. To encourage further research and applications in this field, the annotated evaluation dataset and the fine-tuned LLM, Trial-LLAMA, are released for public use.","['GPT-3.5', 'GPT-4', 'LLAMA 7B', 'LLAMA 13B', 'LLAMA 70B', 'fine-tuning']","The research idea centers on addressing the challenge of effectively matching patients to appropriate clinical trials, which is a critical step in advancing personalized healthcare and improving patient outcomes. This process requires accurate assessment of patient eligibility based on clinical trial inclusion and exclusion criteria, a task that is complex and resource-intensive. The study is motivated by the need to explore solutions that can enhance the efficiency and accuracy of patient-trial matching while considering issues such as cost, privacy, and reproducibility in healthcare settings. The primary objective of the study is to systematically examine the efficacy of various language models in matching patients to clinical trials by evaluating their ability to analyze patient eligibility criteria. The study aims to determine whether open-source models can achieve comparable performance to proprietary models in this context, thereby offering viable alternatives for patient-trial matching in healthcare."
Medicine,Impact of random oversampling and random undersampling on the performance of prediction models developed using observational health data,"Abstract Background There is currently no consensus on the impact of class imbalance methods on the performance of clinical prediction models. We aimed to empirically investigate the impact of random oversampling and random undersampling, two commonly used class imbalance methods, on the internal and external validation performance of prediction models developed using observational health data. Methods We developed and externally validated prediction models for various outcomes of interest within a target population of people with pharmaceutically treated depression across four large observational health databases. We used three different classifiers (lasso logistic regression, random forest, XGBoost) and varied the target imbalance ratio. We evaluated the impact on model performance in terms of discrimination and calibration. Discrimination was assessed using the area under the receiver operating characteristic curve (AUROC) and calibration was assessed using calibration plots. Results We developed and externally validated a total of 1,566 prediction models. On internal and external validation, random oversampling and random undersampling generally did not result in higher AUROCs. Moreover, we found overestimated risks, although this miscalibration could largely be corrected by recalibrating the models towards the imbalance ratios in the original dataset. Conclusions Overall, we found that random oversampling or random undersampling generally does not improve the internal and external validation performance of prediction models developed in large observational health databases. Based on our findings, we do not recommend applying random oversampling or random undersampling when developing prediction models in large observational health databases.","['random undersampling', 'lasso logistic regression', 'random forest', 'XGBoost']","The research idea addresses the lack of consensus on how class imbalance methods affect the performance of clinical prediction models, particularly in the context of observational health data. This issue is important because class imbalance can influence the accuracy and reliability of models used to predict clinical outcomes, yet the impact of commonly used methods such as random oversampling and random undersampling remains unclear. The study aims to empirically investigate the effects of these two class imbalance methods on the internal and external validation performance of prediction models developed for patients with pharmaceutically treated depression across multiple large health databases. The primary objective of the study is to evaluate whether random oversampling and random undersampling improve the discrimination and calibration of clinical prediction models, as measured by standard performance metrics, and to determine if these methods enhance model validity when applied to large observational health datasets."
Medicine,Auto-detection of the coronavirus disease by using deep convolutional neural networks and X-ray photographs,"Abstract The most widely used method for detecting Coronavirus Disease 2019 (COVID-19) is real-time polymerase chain reaction. However, this method has several drawbacks, including high cost, lengthy turnaround time for results, and the potential for false-negative results due to limited sensitivity. To address these issues, additional technologies such as computed tomography (CT) or X-rays have been employed for diagnosing the disease. Chest X-rays are more commonly used than CT scans due to the widespread availability of X-ray machines, lower ionizing radiation, and lower cost of equipment. COVID-19 presents certain radiological biomarkers that can be observed through chest X-rays, making it necessary for radiologists to manually search for these biomarkers. However, this process is time-consuming and prone to errors. Therefore, there is a critical need to develop an automated system for evaluating chest X-rays. Deep learning techniques can be employed to expedite this process. In this study, a deep learning-based method called Custom Convolutional Neural Network (Custom-CNN) is proposed for identifying COVID-19 infection in chest X-rays. The Custom-CNN model consists of eight weighted layers and utilizes strategies like dropout and batch normalization to enhance performance and reduce overfitting. The proposed approach achieved a classification accuracy of 98.19% and aims to accurately classify COVID-19, normal, and pneumonia samples.","['Deep learning', 'dropout', 'batch normalization']","The research addresses the limitations of the current standard method for detecting COVID-19, real-time polymerase chain reaction, which includes high cost, long turnaround times, and the possibility of false-negative results due to limited sensitivity. To overcome these challenges, chest X-rays have been utilized as a diagnostic tool because they are more accessible, involve lower radiation exposure, and are less expensive compared to CT scans. However, identifying COVID-19-related radiological biomarkers on chest X-rays requires manual examination by radiologists, which is time-consuming and susceptible to errors. The study’s primary objective is to develop an approach that can accurately classify COVID-19, normal, and pneumonia cases using chest X-rays, thereby improving the efficiency and reliability of diagnosis."
Medicine,GAN-based generation of realistic 3D volumetric data: A systematic review and taxonomy,"With the massive proliferation of data-driven algorithms, such as deep learning-based approaches, the availability of high-quality data is of great interest. Volumetric data is very important in medicine, as it ranges from disease diagnoses to therapy monitoring. When the dataset is sufficient, models can be trained to help doctors with these tasks. Unfortunately, there are scenarios where large amounts of data is unavailable. For example, rare diseases and privacy issues can lead to restricted data availability. In non-medical fields, the high cost of obtaining enough high-quality data can also be a concern. A solution to these problems can be the generation of realistic synthetic data using Generative Adversarial Networks (GANs). The existence of these mechanisms is a good asset, especially in healthcare, as the data must be of good quality, realistic, and without privacy issues. Therefore, most of the publications on volumetric GANs are within the medical domain. In this review, we provide a summary of works that generate realistic volumetric synthetic data using GANs. We therefore outline GAN-based methods in these areas with common architectures, loss functions and evaluation metrics, including their advantages and disadvantages. We present a novel taxonomy, evaluations, challenges, and research opportunities to provide a holistic overview of the current state of volumetric GANs.","['Generative Adversarial Networks (GANs)', 'GAN-based methods']","The research idea centers on the critical importance of high-quality volumetric data in medicine, which is essential for tasks ranging from disease diagnosis to therapy monitoring. However, the availability of sufficient medical data is often limited due to factors such as the rarity of certain diseases and privacy concerns. This scarcity poses significant challenges for medical research and clinical applications that rely on comprehensive datasets. The study aims to address these challenges by exploring approaches to generate realistic synthetic volumetric data that can supplement limited real-world data while maintaining quality and privacy standards."
Medicine,Molecular structural modeling and physical characteristics of anti-breast cancer drugs via some novel topological descriptors and regression models,"Research is continuously being pursued to treat cancer patients and prevent the disease by developing new medicines. However, experimental drug design and development is a costly, time-consuming, and challenging process. Alternatively, computational and mathematical techniques play an important role in optimally achieving this goal. Among these mathematical techniques, topological indices (TIs) have many applications in the drugs used for the treatment of breast cancer. TIs can be utilized to forecast the effectiveness of drugs by providing molecular structure information and related properties of the drugs. In addition, these can assist in the design and discovery of new drugs by providing insights into the structure-property/structure-activity relationships. In this article, a Quantitative Structure Property Relationship (QSPR) analysis is carried out using some novel degree-based molecular descriptors and regression models to predict various properties (such as boiling point, melting point, enthalpy, flashpoint, molar refraction, molar volume, and polarizability) of 14 drugs used for the breast cancer treatment. The molecular structures of these drugs are topologically modeled through vertex and edge partitioning techniques of graph theory, and then linear regression models are developed to correlate the computed values with the experimental properties of the drugs to investigate the performance of TIs in predicting these properties. The results confirmed the potential of the considered topological indices as a tool for drug discovery and design in the field of breast cancer treatment.","['regression models', 'linear regression models']","The research addresses the challenge of developing effective treatments for breast cancer, highlighting the complexity, cost, and time involved in experimental drug design and development. It emphasizes the importance of understanding molecular structure information and related properties of drugs to improve their effectiveness and aid in the discovery of new therapeutic agents. The primary aim of the study is to evaluate the potential of certain molecular descriptors, specifically topological indices, in predicting various physical and chemical properties of drugs used for breast cancer treatment. This evaluation seeks to confirm the usefulness of these descriptors as tools to support drug discovery and design in the context of breast cancer therapy."
Medicine,Exploring the role of skin temperature in thermal sensation and thermal comfort: A comprehensive review,"The role of skin temperature as a determinant of human thermal sensation and comfort has gained increasing recognition, prompting a need for a systematic review. This review examines the relationship between skin temperature and thermal sensation, synthesizing insights from 172 studies published since 2000. It uniquely focuses on the indispensable roles of local and mean skin temperatures, a perspective not comprehensively explored in previous literature. The review reveals that the most common measurement points for skin temperature are the face and hands, attributed to their higher thermal sensitivity and the practical ease of measurement. It establishes a clear linear relationship between mean skin temperature and user thermal sensation, though affected by the choice of measurement locations and number of points. A notable finding is the varying impact of local skin temperature on overall thermal sensation in changing environments, with local heating less influential than cooling. The review also uncovers significant demographic variations in thermal sensation, strongly influenced by differing skin temperatures across age groups, genders, and climatic regions. For example, elderly populations exhibit a decreased temperature sensitivity, especially towards warmth. Gender differences are also significant, with females experiencing higher skin temperatures in warmer environments and lower in colder ones. Machine learning (ML)-based methods, especially classification tree-based and support vector machine (SVM) techniques, dominate in predicting thermal sensation and comfort, leveraging skin temperature data. While ML methods are prevalent, statistical regression-based approaches offer valuable empirical insights. Thermo-physiological model-based methods provide reliable results by incorporating detailed skin temperature dynamics. The review identifies a gap in understanding how gender, age, and regional differences influence thermal comfort in diverse environments. The study recommends conducting more nuanced experiments to dissect the impact of these factors and proposes the integration of individual demographic variables into ML models to personalize thermal comfort predictions.","['support vector machine (SVM)', 'statistical regression-based approaches']","The research idea centers on the increasing recognition of skin temperature as a key determinant of human thermal sensation and comfort, highlighting the need for a comprehensive synthesis of existing knowledge on this relationship. Despite numerous studies, there remains a gap in understanding how local and mean skin temperatures, as well as demographic factors such as age, gender, and climatic region, influence thermal sensation in varying environments. The study aims to systematically review and clarify these aspects, which have not been comprehensively explored in previous literature. The primary objective of the study is to examine the relationship between skin temperature and thermal sensation by synthesizing findings from 172 studies published since 2000, with a particular focus on the roles of local and mean skin temperatures. Additionally, the study seeks to identify demographic variations in thermal sensation and to highlight gaps in knowledge regarding how these factors affect thermal comfort across different populations and environments."
Medicine,"Artificial intelligence in lung cancer screening: Detection, classification, prediction, and prognosis","Abstract Background The exceptional capabilities of artificial intelligence (AI) in extracting image information and processing complex models have led to its recognition across various medical fields. With the continuous evolution of AI technologies based on deep learning, particularly the advent of convolutional neural networks (CNNs), AI presents an expanded horizon of applications in lung cancer screening, including lung segmentation, nodule detection, false‐positive reduction, nodule classification, and prognosis. Methodology This review initially analyzes the current status of AI technologies. It then explores the applications of AI in lung cancer screening, including lung segmentation, nodule detection, and classification, and assesses the potential of AI in enhancing the sensitivity of nodule detection and reducing false‐positive rates. Finally, it addresses the challenges and future directions of AI in lung cancer screening. Results AI holds substantial prospects in lung cancer screening. It demonstrates significant potential in improving nodule detection sensitivity, reducing false‐positive rates, and classifying nodules, while also showing value in predicting nodule growth and pathological/genetic typing. Conclusions AI offers a promising supportive approach to lung cancer screening, presenting considerable potential in enhancing nodule detection sensitivity, reducing false‐positive rates, and classifying nodules. However, the universality and interpretability of AI results need further enhancement. Future research should focus on the large‐scale validation of new deep learning‐based algorithms and multi‐center studies to improve the efficacy of AI in lung cancer screening.","['deep learning', 'convolutional neural networks (CNNs)']","The research idea centers on the need to improve lung cancer screening by enhancing the detection and classification of lung nodules, as well as reducing false-positive rates, which are critical challenges in early diagnosis and prognosis. Lung cancer screening currently faces limitations in sensitivity and accuracy, and there is a growing interest in methods that can better identify and characterize nodules to support clinical decision-making. The study’s primary objective is to evaluate the current advancements in lung cancer screening techniques aimed at improving nodule detection sensitivity, reducing false-positive findings, and accurately classifying nodules. Additionally, the study seeks to explore the potential for predicting nodule growth and pathological or genetic characteristics to enhance screening outcomes and guide future research directions."
Medicine,Enhancing EfficientNetv2 with global and efficient channel attention mechanisms for accurate MRI-Based brain tumor classification,"Abstract The early and accurate diagnosis of brain tumors is critical for effective treatment planning, with Magnetic Resonance Imaging (MRI) serving as a key tool in the non-invasive examination of such conditions. Despite the advancements in Computer-Aided Diagnosis (CADx) systems powered by deep learning, the challenge of accurately classifying brain tumors from MRI scans persists due to the high variability of tumor appearances and the subtlety of early-stage manifestations. This work introduces a novel adaptation of the EfficientNetv2 architecture, enhanced with Global Attention Mechanism (GAM) and Efficient Channel Attention (ECA), aimed at overcoming these hurdles. This enhancement not only amplifies the model’s ability to focus on salient features within complex MRI images but also significantly improves the classification accuracy of brain tumors. Our approach distinguishes itself by meticulously integrating attention mechanisms that systematically enhance feature extraction, thereby achieving superior performance in detecting a broad spectrum of brain tumors. Demonstrated through extensive experiments on a large public dataset, our model achieves an exceptional high-test accuracy of 99.76%, setting a new benchmark in MRI-based brain tumor classification. Moreover, the incorporation of Grad-CAM visualization techniques sheds light on the model’s decision-making process, offering transparent and interpretable insights that are invaluable for clinical assessment. By addressing the limitations inherent in previous models, this study not only advances the field of medical imaging analysis but also highlights the pivotal role of attention mechanisms in enhancing the interpretability and accuracy of deep learning models for brain tumor diagnosis. This research sets the stage for advanced CADx systems, enhancing patient care and treatment outcomes.","['EfficientNetv2 architecture', 'Global Attention Mechanism (GAM)', 'Efficient Channel Attention (ECA)']","The early and accurate diagnosis of brain tumors is critical for effective treatment planning, with Magnetic Resonance Imaging (MRI) serving as a key tool in the non-invasive examination of such conditions. However, accurately classifying brain tumors from MRI scans remains challenging due to the high variability of tumor appearances and the subtlety of early-stage manifestations. The primary aim of this study is to improve the classification accuracy of brain tumors using MRI images by enhancing the ability to focus on salient features within complex scans. This work seeks to overcome existing limitations in brain tumor diagnosis to ultimately support better clinical assessment and treatment outcomes."
Medicine,Automated model discovery for human cardiac tissue: Discovering the best model and parameters,"For more than half a century, scientists have developed mathematical models to understand the behavior of the human heart. Today, we have dozens of heart tissue models to choose from, but selecting the best model is limited to expert professionals, prone to user bias, and vulnerable to human error. Here we take the human out of the loop and automate the process of model discovery. Towards this goal, we establish a novel incompressible orthotropic constitutive neural network to simultaneously discover both, model and parameters, that best explain human cardiac tissue. Notably, our network features 32 individual terms, 8 isotropic and 24 anisotropic, and fully autonomously selects the best model, out of more than 4 billion possible combinations of terms. We demonstrate that we can successfully train the network with triaxial shear and biaxial extension tests and systematically sparsify the parameter vector with L1-regularization. Strikingly, we robustly discover a four-term model that features a quadratic term in the second invariant I2, and exponential quadratic terms in the fourth and eighth invariants I4f, I4n, and I8fs. Importantly, our discovered model is interpretable by design and has parameters with well-defined physical units. We show that it outperforms popular existing myocardium models and generalizes well, from homogeneous laboratory tests to heterogeneous whole heart simulations. This is made possible by a new universal material subroutine that directly takes the discovered network weights as input. Automating the process of model discovery has the potential to democratize cardiac modeling, broaden participation in scientific discovery, and accelerate the development of innovative treatments for cardiovascular disease. Our source code, data, and examples are available at https://github.com/LivingMatterLab/CANN.",['L1-regularization'],"The study addresses the challenge of selecting the most appropriate mathematical model to understand the behavior of human cardiac tissue, a process currently limited to expert professionals and susceptible to user bias and human error. Despite the availability of numerous heart tissue models, there is a need for a more objective and reliable approach to identify the best model that accurately represents human myocardium. The primary aim of the study is to develop a method that can autonomously discover both the optimal model and its parameters to best explain human cardiac tissue behavior. This approach seeks to improve the interpretability and physical relevance of the model while enhancing its performance and generalizability across different cardiac testing conditions."
Medicine,Improving diabetes disease patients classification using stacking ensemble method with PIMA and local healthcare data,"Diabetes mellitus, a chronic metabolic disorder, continues to be a major public health issue around the world. It is estimated that one in every two diabetics is undiagnosed. Early diagnosis and management of diabetes can also prevent or delay the onset of complications. With the help of a variety of machine learning and deep learning models, stacking algorithms, and other techniques, our study's goal is to detect diseases early. In this study, we propose two stacking-based models for diabetes disease classification using a combination of the PIMA Indian diabetes dataset, simulated data, and additional data collected from a local healthcare facility. We use both the classical and deep neural network stacking ensemble methods to combine the predictions of multiple classification models and improve classification accuracy and robustness. In the evaluation protocol, we used both the train-test and cross-validation (CV) techniques to validate our proposed model. The highest accuracy is obtained by stacking ensemble with three NN architectures, resulting in an accuracy of 95.50 %, precision of 94 %, recall of 97 %, and f1-score of 96 % using 5-fold CV on simulation study. The stacked accuracy obtained from ML algorithms for the Pima Indian Diabetes dataset is 75.03 % using the train-test split protocol, while the accuracy obtained from the CV protocol is 77.10 % on the stacked model. The range of performance scores that outperformed the CV protocol 2.23 %–12 %. Our proposed method achieves a high accuracy range from 92 % to 95 %, precision, recall, and F1-score ranges from 88 % to 96 % using classical and deep neural network (NN)-based stacking method on the primary dataset. The proposed dataset and ensemble method could be useful in the early detection and treatment of diabetes, as well as in the advancement of machine learning and data analysis techniques in the healthcare industry.","['stacking algorithms', 'stacking-based models', 'classical stacking ensemble methods', 'deep neural network stacking ensemble methods']","Diabetes mellitus, a chronic metabolic disorder, remains a significant public health concern worldwide, with an estimated one in every two diabetics remaining undiagnosed. Early diagnosis and management of diabetes are crucial to prevent or delay the onset of complications associated with the disease. The primary aim of this study is to improve the early detection of diabetes by developing effective classification approaches using a combination of existing datasets and locally collected healthcare data. This study seeks to enhance the accuracy and robustness of diabetes diagnosis to support timely treatment and better health outcomes."
Medicine,Federated Learning for Decentralized Artificial Intelligence in Melanoma Diagnostics,"Importance The development of artificial intelligence (AI)–based melanoma classifiers typically calls for large, centralized datasets, requiring hospitals to give away their patient data, which raises serious privacy concerns. To address this concern, decentralized federated learning has been proposed, where classifier development is distributed across hospitals. Objective To investigate whether a more privacy-preserving federated learning approach can achieve comparable diagnostic performance to a classical centralized (ie, single-model) and ensemble learning approach for AI-based melanoma diagnostics. Design, Setting, and Participants This multicentric, single-arm diagnostic study developed a federated model for melanoma-nevus classification using histopathological whole-slide images prospectively acquired at 6 German university hospitals between April 2021 and February 2023 and benchmarked it using both a holdout and an external test dataset. Data analysis was performed from February to April 2023. Exposures All whole-slide images were retrospectively analyzed by an AI-based classifier without influencing routine clinical care. Main Outcomes and Measures The area under the receiver operating characteristic curve (AUROC) served as the primary end point for evaluating the diagnostic performance. Secondary end points included balanced accuracy, sensitivity, and specificity. Results The study included 1025 whole-slide images of clinically melanoma-suspicious skin lesions from 923 patients, consisting of 388 histopathologically confirmed invasive melanomas and 637 nevi. The median (range) age at diagnosis was 58 (18-95) years for the training set, 57 (18-93) years for the holdout test dataset, and 61 (18-95) years for the external test dataset; the median (range) Breslow thickness was 0.70 (0.10-34.00) mm, 0.70 (0.20-14.40) mm, and 0.80 (0.30-20.00) mm, respectively. The federated approach (0.8579; 95% CI, 0.7693-0.9299) performed significantly worse than the classical centralized approach (0.9024; 95% CI, 0.8379-0.9565) in terms of AUROC on a holdout test dataset (pairwise Wilcoxon signed-rank, P &amp;amp;lt; .001) but performed significantly better (0.9126; 95% CI, 0.8810-0.9412) than the classical centralized approach (0.9045; 95% CI, 0.8701-0.9331) on an external test dataset (pairwise Wilcoxon signed-rank, P &amp;amp;lt; .001). Notably, the federated approach performed significantly worse than the ensemble approach on both the holdout (0.8867; 95% CI, 0.8103-0.9481) and external test dataset (0.9227; 95% CI, 0.8941-0.9479). Conclusions and Relevance The findings of this diagnostic study suggest that federated learning is a viable approach for the binary classification of invasive melanomas and nevi on a clinically representative distributed dataset. Federated learning can improve privacy protection in AI-based melanoma diagnostics while simultaneously promoting collaboration across institutions and countries. Moreover, it may have the potential to be extended to other image classification tasks in digital cancer histopathology and beyond.","['federated learning', 'ensemble learning approach']","The study addresses the challenge of developing effective melanoma diagnostic tools while preserving patient privacy, as traditional approaches require centralized collection of sensitive patient data from multiple hospitals. This raises significant privacy concerns and limits collaboration across institutions. The research explores whether a more privacy-preserving approach to melanoma classification can maintain diagnostic accuracy comparable to conventional centralized methods.

The primary aim of the study is to investigate whether a privacy-preserving federated approach can achieve diagnostic performance comparable to classical centralized and ensemble learning approaches for melanoma diagnostics. The study focuses on evaluating the effectiveness of this approach in classifying invasive melanomas and nevi using histopathological whole-slide images collected from multiple university hospitals."
Medicine,Exploration of Interpretability Techniques for Deep COVID-19 Classification Using Chest X-ray Images,"The outbreak of COVID-19 has shocked the entire world with its fairly rapid spread, and has challenged different sectors. One of the most effective ways to limit its spread is the early and accurate diagnosing of infected patients. Medical imaging, such as X-ray and computed tomography (CT), combined with the potential of artificial intelligence (AI), plays an essential role in supporting medical personnel in the diagnosis process. Thus, in this article, five different deep learning models (ResNet18, ResNet34, InceptionV3, InceptionResNetV2, and DenseNet161) and their ensemble, using majority voting, have been used to classify COVID-19, pneumoniæ and healthy subjects using chest X-ray images. Multilabel classification was performed to predict multiple pathologies for each patient, if present. Firstly, the interpretability of each of the networks was thoroughly studied using local interpretability methods—occlusion, saliency, input X gradient, guided backpropagation, integrated gradients, and DeepLIFT—and using a global technique—neuron activation profiles. The mean micro F1 score of the models for COVID-19 classifications ranged from 0.66 to 0.875, and was 0.89 for the ensemble of the network models. The qualitative results showed that the ResNets were the most interpretable models. This research demonstrates the importance of using interpretability methods to compare different models before making a decision regarding the best performing model.","['ResNet18', 'ResNet34', 'InceptionV3', 'InceptionResNetV2', 'DenseNet161', 'ensemble using majority voting', 'saliency', 'input X gradient', 'guided backpropagation', 'integrated gradients', 'DeepLIFT']","The outbreak of COVID-19 has posed a significant global health challenge due to its rapid spread, highlighting the critical need for early and accurate diagnosis of infected patients to limit transmission. Medical imaging techniques, such as chest X-rays, are essential tools in supporting healthcare professionals in identifying COVID-19 and differentiating it from other conditions like pneumonia and healthy states. The primary aim of this study is to classify COVID-19, pneumonia, and healthy subjects using chest X-ray images and to predict multiple pathologies for each patient when present. Additionally, the study seeks to evaluate and compare the interpretability of different diagnostic approaches to determine the most effective method for accurate COVID-19 classification."
Medicine,Diabetic foot ulcers segmentation challenge report: Benchmark and analysis,"Monitoring the healing progress of diabetic foot ulcers is a challenging process. Accurate segmentation of foot ulcers can help podiatrists to quantitatively measure the size of wound regions to assist prediction of healing status. The main challenge in this field is the lack of publicly available manual delineation, which can be time consuming and laborious. Recently, methods based on deep learning have shown excellent results in automatic segmentation of medical images, however, they require large-scale datasets for training, and there is limited consensus on which methods perform the best. The 2022 Diabetic Foot Ulcers segmentation challenge was held in conjunction with the 2022 International Conference on Medical Image Computing and Computer Assisted Intervention, which sought to address these issues and stimulate progress in this research domain. A training set of 2000 images exhibiting diabetic foot ulcers was released with corresponding segmentation ground truth masks. Of the 72 (approved) requests from 47 countries, 26 teams used this data to develop fully automated systems to predict the true segmentation masks on a test set of 2000 images, with the corresponding ground truth segmentation masks kept private. Predictions from participating teams were scored and ranked according to their average Dice similarity coefficient of the ground truth masks and prediction masks. The winning team achieved a Dice of 0.7287 for diabetic foot ulcer segmentation. This challenge has now entered a live leaderboard stage where it serves as a challenging benchmark for diabetic foot ulcer segmentation.",['deep learning'],"The study addresses the challenge of monitoring the healing progress of diabetic foot ulcers, which requires accurate measurement of wound size to assist in predicting healing status. A significant problem in this field is the lack of publicly available manual delineations of foot ulcers, making the process time-consuming and laborious for clinicians. The primary aim of the study was to facilitate progress in the segmentation of diabetic foot ulcers by providing a large dataset of images with corresponding manual segmentation masks and organizing a challenge to evaluate and compare different approaches for accurately delineating ulcer regions. This effort sought to establish a benchmark for diabetic foot ulcer segmentation to improve quantitative assessment and support clinical decision-making."
